"id";"text";"TAR";"predicted_label";"tokens";"pos_tags"
"1134085183296570";"Fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu .";"individual";"";"";""
"1121713824533706";".";"public";"";"";""
"1134152353289853";"vieler deutsch Frage Ehre Kennenzulern du findest du schade Deutschland .";"individual";"";"";""
"1134075309964224";"nöööööööööööööööööööööööööööööööööööööööööö Hälftennnnnnnung .";"public";"";"";""
"1134133686625053";"vögeln dieser dummen . der .";"individual";"";"";""
"1134169296621492";"st .";"public";"";"";""
"1152519454786476";"Frag mich was AfD Rassismus .";"public";"";"";""
"1152521954786226";"es geben Antidiskrimierungsgesetz UD Grundgesetz . obwohl mittlerweile mich Rechtsbeugung wundern .";"public";"";"";""
"1152578964780525";"genau . Gewerkschaft samt Dachorganisation schamlos AfDBashing betreiben unterdessen Mitglied zuwid handeln ich vieler einfach ausgetret Basta .";"group";"";"";""
"1134104273294661";"ich Besuch sich keiner zwingen . .oder .";"public";"";"";""
"1134149589956796";"Schlimm . echt schlimm Dummheit .";"public";"";"";""
"1152531061451982";"Sozialismus .";"public";"";"";""
"1134112789960476";"Danke .";"public";"";"";""
"1134230079948747";"sicher .";"public";"";"";""
"1121678921203863";"Europa .";"public";"";"";""
"1134199179951837";"vieler Frage minder vergnügen .";"public";"";"";""
"1152523241452764";"Tchja -- Deutschland Demoktatie -- manchmal sich schwer .";"public";"";"";""
"1134083426630079";"ich empfehlen schauen sie deutsch Volk Maul Frau Merkel stellen sie sich Angst -- Sorge töten deutsch Bevölkerung . .";"individual";"";"";""
"1134131393291949";"welcher Vergewaltiger Brandstifter Ordafrikaner Syrer 80 Ausweiss 95 Smartphon Frau Merkel klingeln es ihnen .";"individual";"";"";""
"1134075276630894";"es persönlich vergewaltigt Frau .";"public";"";"";""
"1134161276622294";"mal mir Haus Lerne Udelholz kennen .";"individual";"";"";""
"1134215223283566";"hoffentlich stehen Gericht mal .";"individual";"";"";""
"1134142113290877";"Frau Merkel . voran Knie nieder Muslimische nvasoren -- roll rot Teppich -- reich ihnen Schlüssel Deutschland küss der Arsch . dumm man eigentlich Frau Anzlerin angeblich Doktortitel.ich kotz man wünschen sich fast ewiger .";"individual";"";"";""
"1134220483283040";"lernen wir kennen nämlich der Bundestag geschmissen .";"group";"";"";""
"1134095983295490";"Oh -- Frau Merkel -- ich kennen vieler Mensch irgendwann mal letzter 50 . meister sich eingeleben angepasst bestimmt Gruppe -- bestimmt Ationalität bestimmt faschistoid Religion -- sich sich anpassen . er Sult Onstantinopel verbieten Bluttest . Religion verbieten es ihnen sich Ungläubig abgeben . zumindest verstorben Vorgänger -- erkennen warnen mehr uns holen Frau Merkel -- ich empfehlen ihnen reden täglich reden sie Arbeiter Arbeitskolleg arbeiten unterhalten sie sich Polizist -- der sich alt neu Anhänger bestimmt Religion umschlagen reden sie -- mal vieler deutsch Frau Begrapscht -- bedrohen vergewaltigen .";"individual";"";"";""
"1152522311452857";"der eindeutig aziMethod -- politisch Meinung ausgrenzen .";"public";"";"";""
"1134091066629315";"der mal Kenne lernen sie mal Achbarschaft reden .";"individual";"";"";""
"1121813904523698";"genau denken ich .";"public";"";"";""
"1152513101453778";"Toleranz predigen . SPD nehmen wählen eh keiner .";"public";"";"";""
"1134078693297219";"genau anschließend geben schön Schüssel Schokopudding alle .";"public";"";"";""
"1134479063257182";".";"public";"";"";""
"1152576261447462";"der Rassismus .";"public";"";"";""
"1134090383296050";"ich . persönlich es kriegen wissen ich es Super . es Politiker packen Gewalt ihr Tron werfen .";"group";"";"";""
"1121735654531523";"Super -- .";"public";"";"";""
"1152536641451424";"eher ausschließlich .";"public";"";"";""
"1134073026631119";"kennen Persönlich -- zählen Selfischiesse kenn Oh Gott ich Person Hasse Veracht .";"individual";"";"";""
"1134145133290575";"Grenze dicht fertig .";"public";"";"";""
"1134071846631237";".";"public";"";"";""
"1152516391453449";"ich AFD Mitglied .";"public";"";"";""
"1134095906628831";"mal Flutopfer persönlich kennen . der sich schämt . Sowas regieren and.ch kotz .";"individual";"";"";""
"1152537074784714";"sorgen ich schmunzeln . .wen interessiert bitte GG . der umgangen .";"public";"";"";""
"1152538804784541";"ich selber Heim arbeiten ich mehrere liegen Ostblock -- ich Problem mein olleg -- Bewohner Aussprache Problem .";"group";"";"";""
"1134509526587469";"danken ich fast täglich du .";"public";"";"";""
"1134128199958935";"Geh du erstmals Besuch der ausgesuchten Maul aufmachen .";"individual";"";"";""
"1134158083289280";"peinlich .";"public";"";"";""
"1134071743297914";"Frau Hopfen Malz verlieren .";"individual";"";"";""
"1134251556613266";"ich lachn mich kaputt .. Hab ich Beruf mehr genug . wobei ich sagen . alle . Prolete .Da was Angela Gabriel sie heißen Wort mitred Erfahrung Reicht .";"group";"";"";""
"1152562238115531";"Arbeiterwohlfahrt vorsichtig anderer Menschenverachtung vorzuwerfen sie beschäftigen viele ihr Einarbeite deutlich schlechter Bezahlung . jemand sich sozial Fahne schreiben ziemlich erbärmlich .";"group";"";"";""
"1152571138114641";"Geld .";"public";"";"";""
"1134074799964275";"ich sehen sie laufen Geld du hohlen reichen mir .";"public";"";"";""
"1134070393298049";"ich sich hüten .";"public";"";"";""
"1134267073278381";".Auffällig es vieler Helfer Art Helfersyndrom -- innerer Zwang Helfen geben scheinen . apfelbutzen liegen Boden . Helfer heben ihn tragen ihn Papierkorb . sie denken wahrscheinlich ich geben -- Anderer lernen . Sicht Flüchtling bedeuten räumen Frau Dreck weg . sie schließlich .";"group";"";"";""
"1134257496612672";"sie sagen Ficki Ficki Merkel . xD.";"individual";"";"";""
"1152508634787558";"stehen Arbeitsrecht Grundgesetz jemand aufgrund Glaubens.oder politisch Zugehoerigkeit bevorzugen benachteiligen . sich AWO mal Auge halten sie groesstenteils öffentlich Geld leben anstehend Wahl Mehrheitsverhaeltnisse Verteilung Sponsorengeld entscheiden .";"group";"";"";""
"1152563184782103";"es jeder behandeln egal Religion Partei er angehören Hell .";"public";"";"";""
"1134145993290489";"dumm .";"individual";"";"";""
"1134164376621984";"ehm meister Flüchtling kennenlernten dieser weißt ungewollten intakt . zuschaden.ee danke.ck bleiben mein .";"group";"";"";""
"1134196729952082";"Vergnügen vieler Pendler zB. SBahn täglich Bochum Essen benutzend mal kennenlernen .";"public";"";"";""
"1152511724787249";"ich schauen sich anrichten öffentlich rechtlich Medium bekommen ich zeigen hören was ich dumm deutsche hören .";"public";"";"";""
"1134086653296423";"Schäme du Rücktritt reichen .";"public";"";"";""
"1134469146591507";"lerne Mal Eingang Auffand kenn Jung Mann Migrationshintergrund pfeifen bekleidet Frau hinterher teilweise verfolgenbedrängen sie sie weiblich opftuchElite bespucken soeben genannt Frau vögeln irgendwas hinterher .";"group";"";"";""
"1152571701447918";"genau sein es .";"public";"";"";""
"1152501948121560";"Rassist .";"public";"";"";""
"1152510788120676";"Deutschland laufen Ruder . Art . 20 GG .";"public";"";"";""
"1134188976619524";"ich 7 afrikanisch Beglücker intim kennenlernen . anscheinend Schimpfwort verstehen Kannte Amen . nicht.die . 7. nackt afrikanisch Schwarzwurzel sprechen eindeutig Sprache . Danke -- Intakt afrikanisch asiatisch Mann passieren.nie .";"group";"";"";""
"1134220339949721";"ich fahren Straßenbahn einzig Eisenbahnstrasse . .";"public";"";"";""
"1121889901182765";".";"public";"";"";""
"1152537381451350";"AWO genau kriminell Verein ASB Co. bevor der Schnabel aufreißen -- erstmals Ausbeutung Mitarbeiter beenden ordentlich Zahl AWO -- bevor ihr anfangen politisch euch schalten eu vorhanden Hirn . .";"group";"";"";""
"1134244209947334";"ich gerne dick Brandstifter Düsseldorf kennen lernen ihm ich bestimmen ca 30 Sek . Spaß .";"individual";"";"";""
"1134100823295006";"brauchen wir .";"public";"";"";""
"1152522598119495";"-- . . ich nicht.und es ich Brauch ich .";"public";"";"";""
"1152513381453750";"wohlfahrtsverbänder scheinheilig woher gelb Verband . sicherlich spenden.die Klappe halten Wohlfahrsverbände Arbeitgeber Deutschland extrem privilegieren .";"group";"";"";""
"1134084409963314";"etlicher deutsch Frau Vergnügen .";"public";"";"";""
"1152540161451072";"Sylvia Budde genau der ich fragen mehr der mir klingeln -- wetten .";"group";"";"";""
"1121907364514352";"kenn Wort Toleranz Gewalt .";"public";"";"";""
"1152531038118651";"der mal ihr ordentlich bezahlen .";"group";"";"";""
"1134113673293721";"Uh Fangfrage du du denken Wüsstest PS Sinn Anmerkung verstehen .";"individual";"";"";""
"1134070616631360";"kotzen fertig .";"public";"";"";""
"1152547031450385";".";"public";"";"";""
"1134075843297504";"Flüchtling kennen lernen . beste Dickdarm . falls man WEBCH CHTS . falls ich falsch verstehen . Rentnerin vergewaltigen sicher Zufall .";"group";"";"";""
"1134105449961210";"mir reden verstehen meist deutsch Arzt . du .";"group";"";"";""
"1152527208119034";"Alternative Deutschland kommend Egislaturperiode Regierung beteiligen .";"public";"";"";""
"1134500763255012";"ich warten Wahl -- ich ausgehen beschissen unglaublich vieler Wahlzettel übersinnlich Art Weise verschwinden .";"public";"";"";""
"1152512788120476";"erinnert mich irgendwie Judenverfolgung .";"public";"";"";""
"1134094676628954";"hässlich Tasche .";"individual";"";"";""
"1134077853297303";"ich kennenlernen der er Schoko Pudding bekommen Asylheim einfach mal abfackelen . der 9 jährig Mädchen missbrauchen sich Asyl Unterkunft Sicherheit wähnen Polizistin fremd einfach Silvesterfreude vergewaltigen . der sie ihr Deutschland spucken der Freund schwanger deutsch Minderjährige einfach lebendig abfackelt . Mir übel all Einzelfall aufzählen Schäme sie sich was Frau Merkel treten sie .";"individual";"";"";""
"1134455326592889";"genug sehen .";"public";"";"";""
"1152515114786910";"solch AWO wir abschaffen .";"group";"";"";""
"1134075059964249";"Frau Merkel -- sie Schwachsinnig .";"individual";"";"";""
"1122246361147119";"deutsch scheinen Stärke Herr Höcke Nachhelfe geben .";"individual";"";"";""
"1134248899946865";"Frag sie mal sie kennen .";"individual";"";"";""
"1134482246590197";"[@LINK]";"public";"public";"";""
"1134108226627599";"wir dich kennen lernen reichen uns .";"individual";"";"";""
"1134287413276347";"Merkel i denken Türke Armenier deutsch Abstimmung armenisch Geocode i sie respektieren Ungläubig i verstehen sie .";"individual";"";"";""
"1134186703286418";"Danke ich mir -- drauf verzichten .";"public";"";"";""
"1134139136624508";"der sooooooo Scheiße Opfer .";"individual";"";"";""
"1134432016595220";"Aaah -- ich weisen .so der ausschaut der längst verdorben . du .";"individual";"";"";""
"1152515718120183";"Wundert mehrmals es mal bereut Problem .";"group";"";"";""
"1134199816618440";"ich sagen Scheiterhauf .";"public";"";"";""
"1134122189959536";"EE bestimmen . riechen Siexihm ständig Arsch .";"individual";"";"";""
"1122253194479769";"Marc Schmidt scheinen Brauch er . letztlich sie es lesen .";"individual";"";"";""
"1152513124787109";"AWO beschäftig Mensch -- der Fahrzeug rauchen psychisch krank Anwohner anpöbeln grundlos anzeigen selber privat Insolvent alt Mensch reden anweisen . der AWO .";"group";"";"";""
"1152575574780864";"naiv Schock ich eich raten 30.7. Demo Berlin . Herrschaft wir demonstrieren es sich verdienen . du der wichtig stehen du .";"public";"";"";""
"1134091023295986";"-- der sein laufend Kosten .";"public";"";"";""
"1134208746617547";"man lesen Flüchtling -- Gewalt Totschlag -- Reicht .";"public";"";"";""
"1063652480339841";"Torsten Martin -- du mir symphatisch . lachen . Einfach schreiben denken .";"individual";"";"";""
"1063668447004911";"Schmierfink Osten pauschal Wasser abgraben triftig Grund 3.";"group";"";"";""
"1063529460352143";"der Fremdenfeindlich . Somalia Senegal .";"public";"";"";""
"1063653670339722";"alle herzlich Glückwunsch Ossi .";"group";"";"";""
"1063720586999697";"sagen alle Deutschland verblöden . wir es schwarz wissen wohin uns Multikulti führen .";"public";"";"";""
"1063299323708490";"Jaegermeister .";"public";"";"";""
"1063685870336502";"Haha . der runter Öl .";"public";"";"";""
"1063476433690779";"der sich gegenseitig rummach -- bitte EUROPA .";"group";"";"";""
"1063849670320122";"Wat . abi Abendschule . Typ Abi fahren sich Taxi Haus -- ich Frau sup Essen paar Cocktail trinken . runter eur Abi Trip -- Taxi Fahrer ..";"group";"";"";""
"1063686597003096";"Aha -- blöde Schandfleck . seltsamerweise rot desto grün .";"public";"";"";""
"1063466790358410";".";"public";"";"";""
"1063715673666855";"Daume Cool hurt Schmidt D.";"individual";"";"";""
"1063581083680314";"Freuen mich sich untereinander abstechen.eider der Kosten Täter spät Hartz 4 wer wir Opfer sparen .";"public";"";"";""
"1063660390339050";"es Dunkelrötest meister Ausländer -- es sein einfach .";"public";"";"";""
"1063514553686967";"DEUTSCHER Bürger jemand Strassenbahn Antholz erschlägen -- er otwehr freisprechen . Problem .";"public";"";"";""
"1064310453607377";"-- ssss .";"public";"";"";""
"1063669083671514";"ich möchten wetten Schulbücher Osten heißen dargestellt Person Ali -- Faruk Co.";"public";"";"";""
"1063665150338574";"hab Bild grau mal zusammenfügen hochbeladen Passen Faust Auge . gebildet braun Mob versus einfältig Antifa .";"public";"";"";""
"1063854803652942";"scheissegal was stehen . Pegida bleiben harmlos dumm Vereinigung . Raffen anscheinend .";"group";"";"";""
"1063748213663601";".genau.gut treffen .";"individual";"";"";""
"1063266350378454";"Dummheit messen man antworten . passieren überall Welt . Deutschland anderswo deutsch -- Spanisch -- italienisch -- portugiesisch .";"public";"";"";""
"1063836613654761";"Upps es neu Bundesland stehen.und Schandfleck Sachsen Stelle . Osten Bildung . sicherlich es Thema Religion Ethik Westen wer Brauch Religion .";"public";"";"";""
"1064117936959962";"mal beweisen wir wachsen was drauf .";"public";"";"";""
"1063825686989187";"Sry -- ügenpressen . es genau andersherum ügenpressen -- alle ich mir aussuchen glauben was mir fällen was falsch alle nichts ich schick Quelle -- der ich RTV alternativen es .";"public";"";"";""
"1064309123607510";"passen euch unterkriegen .";"group";"";"";""
"1063847156987040";"offensichtlich Sachse Anderer -- alle westlich Bundesland einige voraus schade intelligent heutzutage eher Makel linientreu Politschranz deutlich bewerten Bestimmt holen Bundesland -- RW -- deutlich Schule voll Migrant Ehrplan Lernwilligkeit angepasst .";"public";"";"";""
"1063298467041909";"Schade.nur .";"public";"";"";""
"1063479530357136";"rechtsextrem Hintergrund ausschließen . D.";"public";"";"";""
"1063667860338303";"Zeitpunkt wir gerne Ossi . der trauen sich .";"group";"";"";""
"1063290077042748";"Erfahrung zeigen meister skrupellosen Schulbildung .";"public";"";"";""
"1064026543635768";"wir Bildungsproblem sogenannter Hochschule . was früh selektieren -- komplett durchgewunken . Oberstudienrat wissen ich was ihr zulassen Atastrophe .";"public";"";"";""
"1064311510273938";"es Sachsen drauf gehau Finde ich persönlich einfach erbärmlich Sobald man sagen ich sehen Sache Flüchtling kritisch man Ecke schieben man hingehören wir unbegrenzt Flüchtling aufnehmen . unser irgendwann erschöpfen . PEGDA Bewegung möchten hinweisen es es .";"public";"";"";""
"1063527303685692";"logisch fremdenfeindlich . Senegalese Somalier sicher fremd .";"public";"";"";""
"1063779943660428";"Problem liegen rot anfangen Aufgabe rechts links rechnen . Mist .";"public";"";"";""
"1063421797029576";"Mutti ärgern sich wahrscheinlich sich . sie mal Schlüpfer anbehalten .";"individual";"";"";""
"1063302350374854";"Meinung . harmlos Juso .";"public";"";"";""
"1063716947000061";"Schaubild sagen alle erübrigen sich Ommentar . wer einigermaßen Hirn sich darstellen .";"public";"";"";""
"1063742833664139";"irgendein dialektisch Zaubertränkchen Schreiberling Berufserben herum erfinden Zahl Verlautbarungsorgan Ministerium Wahrheit beschrieben Zustand Übereinstimmung bringen mal er schaffen der .";"group";"";"";""
"1063666220338467";"sein wichtig Fächer deutsch informativ Technik .";"public";"";"";""
"1063844610320628";"Zeck alle Job -- es wissen was Brutto netto bedeuten . denken wahrscheinlich Schoko Riegel ..";"group";"";"";""
"1063773930327696";"Hurra -- .";"public";"";"";""
"1063694460335643";"Heimatkunde man einführen du .";"public";"";"";""
"1063700500335039";"Osten scheinen Alle du .";"public";"";"";""
"1063649313673491";"Sachsen Thüringen . du .";"public";"";"";""
"1063752740329815";"Schulsystem ehemalig DDR straff effizient führen geben es Fach politisch Bildung Richtung innehalt Mathematik naturwissenschaftlich Fach man politisch bringen .";"public";"";"";""
"1063307113707711";"alle deutsch Bürger Schaden .";"public";"";"";""
"1063424387029317";"bilden rechts du .";"public";"";"";""
"1063680163670406";"Platz 17 18 fehlen .";"public";"";"";""
"1063466537025102";"100 pigmentieren . früh wir neu sagen lieb traurig 10.";"public";"";"";""
"1063655067006249";"Anti Asyl .";"public";"";"";""
"1063707033667719";"liegen es MiHiGruQuot Genderkonformität Ehrplan . Sucht es euch .";"public";"";"";""
"1063667230338366";"möchten euch Spiegel gerne Wasser abgraben .";"group";"";"";""
"1064100146961741";"Tobi Tobi Tobi Spitzenreiter mal du wer Überraschung .";"individual";"";"";""
"1064071713631251";"ich finden Bildungsniveau Osten . Erzählung Eltern mussen Gegensatz ordentlich wer pauken Ma Rankenschwester teilweise größ Fachwissen Arzt du .";"public";"";"";""
"1063665687005187";"mal schmunzelnder .";"public";"";"";""
"1063289817042774";"voll Rassist .";"individual";"";"";""
"1064213733617049";"interessant Statistik . wetten Thüringen linksversifft Andesregierung innerhalb abfallen .";"public";"";"";""
"1063684410336648";"anzlerin deutsch Volk entscheiden -- Amt enthoben .";"public";"";"";""
"1063652787006477";"Samy Friese -- absolut Meinung . bilden man manchmal halt schnell gewiß Zusammenhang erkennen du .";"individual";"";"";""
"1063424143696008";"ich mehr Bitte leinschreibung beachten .";"public";"";"";""
"1063772613661161";"Sachsen man 1 1 zusammenzählen betreffen Mathematik .";"public";"";"";""
"1063678673670555";"wir Deutschland es bleiben . wir jagen gutmensche Teufel .";"group";"";"";""
"1063749530330136";"grün gekennzeichnet Freistaat Auto Pappe bauen . brauchen man Mathe . mir mal erklären was man 40 Fahrpappe berechnen Ngenieur . er Welt . PS . euer Senf man essen halt Budyšin .";"group";"";"";""
"1064128473625575";"Haalloo Spiegel.also SPEGEverkehrt .";"public";"";"";""
"1063787813659641";"Oooooorrrrrrr .";"public";"";"";""
"1063446313693791";"Rechtsverständnis neu Facharbeiter unserer .aber . der sein bestimmt einer vieler Einzelfall .";"public";"";"";""
"1063719843666438";"Jaaa -- der sein toll Bildungssystem Wahnsinn Allgemeinbildung . fest stehen einer Bildungssystem DDR spitzen heutig mithalten .";"public";"";"";""
"1063638593674563";"ich wussten es Berlin rechnen .";"group";"";"";""
"1063351790369910";"nehmen euch bitte Bespiele stecht euch gegenseitig tot.meinetweg massenhaft öffentlich Semperoper Tust tot Rassigst Bürge .";"group";"";"";""
"1063716930333396";"Thomas Sprenger super ausdrücken .";"individual";"";"";""
"1063285323709890";"Einzelfall überall . du .";"public";"";"";""
"1063435637028192";". Lach .weiter .";"public";"";"";""
"1063671300337959";"Torsten Martin Tagesranking Spruch -- 1. Platz .";"individual";"";"";""
"1063747450330344";"Mathematiktest vermutlich Zahl 88 vorkommen .";"public";"";"";""
"1063725930332496";"Pegida wir Weg dieser verfolgen .";"group";"";"";""
"1063649707006785";"Ranking Sachsen Stelle du .";"public";"";"";""
"1063670877004668";"einfach Migrant Schulsystem integrieren umso schneiden es Gesamtwertung . was Zukunft jeweilig Wirtschaftsstandort .";"public";"";"";""
"1063286510376438";"prima Anfang Deutschland -- gelingen Ntegration .";"public";"";"";""
"1063659890339100";"genau geben DDR .";"public";"";"";""
"1063700000335089";"ich mal vorschlagen schauen Schulklasse stellen .";"public";"";"";""
"1063746473663775";"mein klein Schule Deutscharbeit schreiben sich türkisch Mädchen vorbereiten . anderer Türkin meistens Stunde . Eltern egal der wohlgemerkt Grundschule . Messer verletzen es Streit Asylkind -- 9 alt enden .";"public";"";"";""
"1063737606997995";"oranwissen abfragen . man Tabelle grau Stelle Simple .";"public";"";"";""
"1063690843669338";"man der arte Bargeld abschaffen messen man zählen rechnen Verstand erfassen man Pleite Plan Regierung aufgehen .";"public";"";"";""
"1064327416939014";"Sieht man Sache Bildung nichts gönnen Gegenteil es Fuß treten .";"public";"";"";""
"1063670073671415";"Rieke Arndt .zitat links . Bildungsmonitor zeigen inwieweit Bildungssystem Bundesland Wachstum Wohlstand Wirtschaft beitragen . Zahl verschieden statistisch Einrichtung beispielsweise Statistische andesämtern Punkt umgerechnet . Datum stammen zumeist 2013 2014 .. dir angemahnt aktuell daten.der Beitrage links 2013.wo proben . egal du es drehst Wendest Bremen -- Hamburgberlin eindeutig verliererseite.nest der .";"individual";"";"";""
"1064034443634978";"Sachsenpower .";"public";"";"";""
"1063687770336312";"obig Pegida zeigen Datum 2012. der Post schön Datum finden man sehen es Sachsen rosig . man anderer SH abschneid Statistik Trend benutzen bleiben Humbug . Datum Spiegel Artikel mein finden Schulqualität QB -- man sich Mühe gesamt Studie angucken .";"public";"";"";""
"1063848503653572";"Maik Eck mein ihr qualifizieren .";"individual";"";"";""
"1063670220338067";"Holger Reinhold ich lauter lachen Tippe .";"individual";"";"";""
"1063451123693310";"traurig finden ich viele Ahnung was DDR wieso sie entstehen wieso es Mauer geben ich erleben letzter häufig jung Mensch beleidigen ausfallend -- der schlimm UFORMERT . ich sich belesen wüs was Osten DDR -- Text zustande ihr -- ich es sie ich es predigen nutzen alle Interne wofür es nformationsaustausch . Belest euch euch schlauer erheben euch Schwachsinn . zerfetzen wir sich gegenseitig Medium genau der erreichen was sie . Pegida Sachsen führen Regierung austragen tragen Volk Desinformiert fehlgeleiten Ebelkerze Medium Regierung . ich finden es schlimm Bundesland Volk derart verletzen einzig Zeitung -- Hamburger Morgenpost Schlagzeile .";"public";"";"";""
"1063288890376200";"Sizan Suar 2. Account was .";"individual";"";"";""
"1063652380339851";"Erschreckend BadenWürttemberg -- dieser stark Bildung . was 5 GrünRot anrichten Partei man einfach regieren lassen . Gott oalitionen Aufstieg AfD Zukunft unmöglich .";"public";"";"";""
"1063797453658677";"ohh lieb Gerd -- Führung anderer blöd . Dichter Denker nichtsnutzig Hirnis vieler Mensch sich der gutheißen einfach es aussehen . gehegt Plan -- ca 90 er weniger sich lachen kriegen.darunter Merkel . Öffentlichkeit ernst Gucke mir schleierhaft eigentlich müsste sie sich Volk stellen uns auslachen sie meister immernoch Mama Merkel .";"individual";"";"";""
"1063713930333696";"ich es ahnen dümmst deutsche Westen Deutschland Berlin wohnen sehen man Wahlverhalten blöde wohnen rote Grün wählen .";"public";"";"";""
"1063847970320292";"Sizan Rest Europa alle du der einer du alle finden mir klar . du schreibst deutsch Anzlerin anstatt anzlerin zeigen mir du ticken du Deutsch . was ich schreiben ich ..";"individual";"";"";""
"1063659917005764";"Hoppla -- der ändern Schnitt liegen alle Seite . Linker desto es .";"public";"";"";""
"1063786230326466";"der Problem . der klug aufgeklärt Volk .";"public";"";"";""
"1063810650324024";"brutto D.h . man der wer i 100 -- kaufen Wievielt kassieren Staat sofort der wer man bezahlen .";"public";"";"";""
"1063637447008011";"2012.";"public";"";"";""
"1063675903670832";"ich sagen unlängst Veranstaltung Berufseinsteiger -- 80 Derer der spät anderer Beruf ausüben sagen glatt soviel wir .";"public";"";"";""
"1063757296996026";"Trottel vollverzählen importieren man Montag Berlin -- Bremen RW .";"public";"";"";""
"1063657857005970";"man Schaubild bringen meister Einwanderer Political incorrect .";"public";"";"";""
"1063636170341472";"was liegen Osten vorne liegen .";"public";"";"";""
"1063515570353532";"was arm arm kommentieren.kriecht bitte eur Stein euch braun Gesock keiner brauchen legen euch bitte selber Pegida AfD Schmock .";"group";"";"";""
"1063655277006228";"schön schlau dummen Ossi . ich kennen beide Westen Osten ziehen Schulzeit . der Unterschied klar Westen .";"public";"";"";""
"1063646240340465";"zeigen eindeutig Bildung Schüler erlangen Schulklasse 50 Prozent lernend integrationsunwillig Schüler bestehen Unterricht stören fernbleiben . 25 -- alt Schulsystem ehemalig DDR beitragen Qualifikation ehrkräfte .";"public";"";"";""
"1063308820374207";"der Bananenfetish -- wahrscheinlich baggre er Ding Arsch bekommen ..";"individual";"";"";""
"1063656660339423";"Westen sagen Osten Ei Hose was angehen .";"public";"";"";""
"1063324250372664";"Sarkasmus Ding wer du .";"individual";"";"";""
"1063289120376177";"sehen .";"public";"";"";""
"1063804776991278";"Sachse hellen -- Dunkeldeutschland liegen -- sehen man Blick . messen man sagend Durchschnitt Altbundesländer Migrant unten ziehen . es Sachsen weiterhin Helle bleiben -- schicken wir Migrant Dunkeldeutschland . sie es gewöhnen .";"public";"";"";""
"1063659413672481";"Wohnort Hamburg .";"public";"";"";""
"1063735156998240";"Sachse nationalstolz hängen wahrscheinlich Intelligent Schandfleck Deutschland -- . ich stolz sächsisch deutsche . Politik sich mal Gedanke wer Ationalstolz heilsen Mensch Deutschland Sachsen bedeuten ich hassen national denkend Mensch automatisch Einwanderer . ich erwarten sie Regel Gesetz befolgen uns Glaube aufzwingen Sozialsystem missbrauchen .";"public";"";"";""
"1063723953666027";"einer weniger .";"public";"";"";""
"1063289270376162";"es mal herkommen . bekommen sicher nichts Reihe -- schachmatt Solltest aufpassen -- wer du Stapel lässt du beschimpfst normalen dir sicher haushoch überlegen Ehre Brust Beleidigung Anzeige sich ziehen Vorher überlegen schreiben -- Gruß Dresden Hass erfüllen Westen .";"individual";"";"";""
"1063829070322182";"der mir klar . Regierung nennen euch Pack . ich Pack . Packen wir .";"public";"";"";""
"1063645260340563";"es schlimm minder der lernen vieler Tust einfach sprechen mächtig fangen 1 Klasse mein ekeln 3 flüchtlingskind . sie Schule fordern du der mehrere fangen praktisch jeder neu verlieren Minder Tust hinführen Bildungsniveau senken es zielen . total verdummen .";"public";"";"";""
"1063726910332398";"Heiko sch ich dir geben halten alle Wahl . wir stark Deutschland schlau anderer Ost West .";"individual";"";"";""
"1064053596966396";"Filter utzen -- wissen wir lieb Gruß Sachsen Anhalt .";"individual";"";"";""
"1063817226990033";"euer eur Facebook Seite . sie Freund empfehlen sich alle amüsiert -- vieler Momentan Tal ahnungsloser lesen . ihr tragen Umfang Belustigung Q -- der näckebrotes . Grüße Hamburg .";"public";"";"";""
"1063471220357967";"Pegida dran schulden . AfD. Erderwärmung sowieso .";"public";"";"";""
"1063673993671023";"der nichts PEGDA . Quelle aktuell es Euntklässler . wieso man Propaganda nutzen .";"public";"";"";""
"1064308590274230";"[@LINK]";"public";"public";"";""
"1064091780295911";"Oliver Bauer www.duden.de -- ich mal nett kopiern es dir hierher -- ationalstolzGefühl Stolz -- bestimmt atmen anzugehören .";"individual";"";"";""
